ClientMovingTarget,1513610891970,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892027,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892045,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892064,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892084,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892104,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892124,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892145,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892164,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892184,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892204,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892224,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892244,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892264,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892284,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892304,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892324,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892344,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892364,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892384,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892403,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892424,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892444,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892465,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892483,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892504,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892523,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892544,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892563,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892583,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892603,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892623,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892644,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892664,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892684,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892703,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892723,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892743,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892763,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892783,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892803,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892823,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892844,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892863,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892883,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892909,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892924,(2.1399903, 2.0, 10.0)
ClientMovingTarget,1513610892943,(2.2060826, 1.9975581, 10.0)
ClientMovingTarget,1513610892964,(2.3602982, 1.9918604, 10.0)
ClientMovingTarget,1513610892985,(2.5145133, 1.9861627, 10.0)
ClientMovingTarget,1513610893004,(2.6540418, 1.9810076, 10.0)
ClientMovingTarget,1513610893023,(2.7908473, 1.9726211, 10.0)
ClientMovingTarget,1513610893043,(2.9309125, 1.959116, 10.0)
ClientMovingTarget,1513610893063,(3.070978, 1.9456108, 10.0)
ClientMovingTarget,1513610893084,(3.2180464, 1.9314303, 10.0)
ClientMovingTarget,1513610893103,(3.3510916, 1.9154004, 10.0)
ClientMovingTarget,1513610893123,(3.491115, 1.8938953, 10.0)
ClientMovingTarget,1513610893143,(3.6311386, 1.87239, 10.0)
ClientMovingTarget,1513610893164,(3.778163, 1.8498094, 10.0)
ClientMovingTarget,1513610893184,(3.9181814, 1.8247042, 10.0)
ClientMovingTarget,1513610893204,(4.058193, 1.7951989, 10.0)
ClientMovingTarget,1513610893225,(4.205206, 1.7642183, 10.0)
ClientMovingTarget,1513610893245,(4.3452177, 1.734713, 10.0)
ClientMovingTarget,1513610893265,(4.4851804, 1.7012212, 10.0)
ClientMovingTarget,1513610893285,(4.625094, 1.6637431, 10.0)
ClientMovingTarget,1513610893310,(4.799986, 1.6168953, 10.0)
ClientMovingTarget,1513610893325,(4.904921, 1.5887867, 10.0)
ClientMovingTarget,1513610893344,(5.0378914, 1.5495688, 10.0)
ClientMovingTarget,1513610893364,(5.1779213, 1.5040601, 10.0)
ClientMovingTarget,1513610893384,(5.317951, 1.4585514, 10.0)
ClientMovingTarget,1513610893405,(5.464982, 1.4107674, 10.0)
ClientMovingTarget,1513610893425,(5.6050673, 1.3612348, 10.0)
ClientMovingTarget,1513610893446,(5.7522154, 1.3050002, 10.0)
ClientMovingTarget,1513610893465,(5.885349, 1.2541213, 10.0)
ClientMovingTarget,1513610893484,(6.018482, 1.2032424, 10.0)
ClientMovingTarget,1513610893504,(6.158492, 1.1461388, 10.0)
ClientMovingTarget,1513610893525,(6.3053336, 1.0816283, 10.0)
ClientMovingTarget,1513610893544,(6.4381905, 1.0232618, 10.0)
ClientMovingTarget,1513610893564,(6.5780396, 0.9618233, 10.0)
ClientMovingTarget,1513610893584,(6.7179995, 0.8967355, 10.0)
ClientMovingTarget,1513610893604,(6.858093, 0.82718754, 10.0)
ClientMovingTarget,1513610893625,(7.005191, 0.75416225, 10.0)
ClientMovingTarget,1513610893645,(7.1452847, 0.6846143, 10.0)
ClientMovingTarget,1513610893665,(7.28531, 0.64410365, 10.0)
ClientMovingTarget,1513610893685,(7.4252663, 0.6326302, 10.0)
ClientMovingTarget,1513610893705,(7.5652227, 0.6211568, 10.0)
ClientMovingTarget,1513610893724,(7.698182, 0.610257, 10.0)
ClientMovingTarget,1513610893744,(7.83817, 0.6076839, 10.0)
ClientMovingTarget,1513610893764,(7.9781976, 0.6159887, 10.0)
ClientMovingTarget,1513610893784,(8.118225, 0.6242935, 10.0)
ClientMovingTarget,1513610893805,(8.265253, 0.6330136, 10.0)
ClientMovingTarget,1513610893825,(8.405277, 0.63731694, 10.0)
ClientMovingTarget,1513610893844,(8.538297, 0.6376037, 10.0)
ClientMovingTarget,1513610893865,(8.685318, 0.6379206, 10.0)
ClientMovingTarget,1513610893884,(8.818337, 0.6382074, 10.0)
ClientMovingTarget,1513610893905,(8.965355, 0.63452345, 10.0)
ClientMovingTarget,1513610893925,(9.105368, 0.62682354, 10.0)
ClientMovingTarget,1513610893945,(9.24538, 0.6191237, 10.0)
ClientMovingTarget,1513610893964,(9.378391, 0.61180884, 10.0)
ClientMovingTarget,1513610893985,(9.525412, 0.5997223, 10.0)
ClientMovingTarget,1513610894005,(9.665437, 0.58401936, 10.0)
ClientMovingTarget,1513610894025,(9.805462, 0.5683163, 10.0)
ClientMovingTarget,1513610894045,(9.945487, 0.5526133, 10.0)
ClientMovingTarget,1513610894065,(10.085433, 0.5399594, 10.0)
ClientMovingTarget,1513610894085,(10.2253, 0.53035456, 10.0)
ClientMovingTarget,1513610894105,(10.365166, 0.52074975, 10.0)
ClientMovingTarget,1513610894124,(10.498039, 0.5116252, 10.0)
ClientMovingTarget,1513610894144,(10.638037, 0.5063158, 10.0)
ClientMovingTarget,1513610894165,(10.785202, 0.50625336, 10.0)
ClientMovingTarget,1513610894184,(10.918352, 0.5061969, 10.0)
ClientMovingTarget,1513610894204,(11.05851, 0.5061375, 10.0)
ClientMovingTarget,1513610894224,(11.198582, 0.50562805, 10.0)
ClientMovingTarget,1513610894244,(11.338551, 0.50456846, 10.0)
